Word,POS,lcfreqmovies,lcfreqbooks,Freq
européens,ADJ,0.626340367,0.901458321,0.763899344
ferraille,NOU,0.626340367,1.04453976,0.835440064
frisson,NOU,0.626340367,1.154119526,0.890229947
gestion,NOU,0.626340367,0.361727836,0.494034102
miséricordieux,ADJ,0.626340367,0.004321374,0.315330871
précipité,ADJ,0.626340367,1.033825694,0.830083031
ronge,VER,0.626340367,0.614897216,0.620618792
stock,NOU,0.626340367,0.681241237,0.653790802
anonymes,ADJ,0.625312451,0.788875116,0.707093784
calmants,ADJ,0.625312451,0.06069784,0.343005146
comprennes,VER,0.625312451,0.06069784,0.343005146
démoniaque,NOU,0.625312451,0.227886705,0.426599578
funeste,ADJ,0.625312451,0.492760389,0.55903642
jouerai,VER,0.625312451,-0.387216143,0.119048154
liée,VER,0.625312451,0.894316063,0.759814257
mourrais,VER,0.625312451,0.10720997,0.366261211
révolutionnaires,NOU,0.625312451,0.769377326,0.697344889
apparue,VER,0.624282096,0.8162413,0.720261698
assiste,VER,0.624282096,0.674861141,0.649571619
étendu,VER,0.624282096,1.385963571,1.005122834
fonder,VER,0.624282096,0.629409599,0.626845848
funèbre,ADJ,0.624282096,1.067814511,0.846048304
heureuses,NOU,0.624282096,0.84260924,0.733445668
inoubliable,ADJ,0.624282096,0.681241237,0.652761667
intéressés,VER,0.624282096,0.779596491,0.701939294
moelle,NOU,0.624282096,0.727541257,0.675911677
réciter,VER,0.624282096,0.901458321,0.762870209
reviendrons,VER,0.624282096,0.260071388,0.442176742
suivrai,VER,0.624282096,0.06069784,0.342489968
agissez,VER,0.62324929,-0.13076828,0.246240505
bougre,NOU,0.62324929,0.966141733,0.794695512
calmant,VER,0.62324929,0.11058971,0.3669195
choux,NOU,0.62324929,0.883093359,0.753171325
contactez,VER,0.62324929,-1.15490196,-0.265826335
cuite,VER,0.62324929,0.937016107,0.780132699
passions,NOU,0.62324929,1.403806611,1.013527951
pâtisserie,NOU,0.62324929,0.969415912,0.796332601
semence,NOU,0.62324929,0.607455023,0.615352157
suggérer,VER,0.62324929,0.537819095,0.580534193
suisse,ADJ,0.62324929,0.87909588,0.751172585
symboles,NOU,0.62324929,0.802773725,0.713011508
textes,NOU,0.62324929,1.072617477,0.847933384
abbé,NOU,0.622214023,1.495266744,1.058740384
bagues,VER,0.622214023,0.797959644,0.710086834
bâtards,ADJ,0.622214023,0.463892989,0.543053506
boulevard,NOU,0.622214023,1.716253826,1.169233925
changée,VER,0.622214023,0.84260924,0.732411632
coupures,NOU,0.622214023,0.721810615,0.672012319
dressé,VER,0.622214023,1.234517284,0.928365654
espères,NOU,0.622214023,0.033423755,0.327818889
façade,NOU,0.622214023,1.472171147,1.047192585
immédiate,ADJ,0.622214023,1.025715384,0.823964704
indépendante,ADJ,0.622214023,0.607455023,0.614834523
meurtrière,ADJ,0.622214023,0.733197265,0.677705644
nickel,NOU,0.622214023,0.397940009,0.510077016
normales,ADJ,0.622214023,0.387389826,0.504801925
pompier,ADJ,0.622214023,0.152288344,0.387251184
priver,VER,0.622214023,0.788875116,0.70554457
supplémentaire,ADJ,0.622214023,1.008600172,0.815407098
anarchie,NOU,0.621176282,0.681241237,0.65120876
canyon,NOU,0.621176282,-0.327902142,0.14663707
cargo,NOU,0.621176282,0.600972896,0.611074589
catalogue,VER,0.621176282,0.764176132,0.692676207
doublé,VER,0.621176282,0.738780558,0.67997842
exploiter,VER,0.621176282,0.705007959,0.663092121
gémissements,NOU,0.621176282,0.870988814,0.746082548
gène,NOU,0.621176282,-0.698970004,-0.038896861
introduit,VER,0.621176282,0.953759692,0.787467987
jeep,NOU,0.621176282,0.334453751,0.477815017
moquent,VER,0.621176282,0.372912003,0.497044143
prochains,ADJ,0.621176282,0.409933123,0.515554703
répondait,VER,0.621176282,1.654561555,1.137868919
assume,VER,0.620136055,0.245512668,0.432824362
baronne,ADJ,0.620136055,0.846955325,0.73354569
brume,NOU,0.620136055,1.554852434,1.087494245
correction,NOU,0.620136055,0.656098202,0.638117129
fracas,NOU,0.620136055,1.259593879,0.939864967
fusées,VER,0.620136055,0.674861141,0.647498598
légion,NOU,0.620136055,1.135132651,0.877634353
modifier,VER,0.620136055,0.84260924,0.731372648
partit,VER,0.620136055,1.45909079,1.039613423
perle,NOU,0.620136055,0.975891136,0.798013596
pots,NOU,0.620136055,1.197004728,0.908570392
radiations,NOU,0.620136055,-0.387216143,0.116459956
refusait,VER,0.620136055,1.338854746,0.979495401
sautes,NOU,0.620136055,0.397940009,0.509038032
sauvera,VER,0.620136055,0.173186268,0.396661162
sauves,ADJ,0.620136055,-0.173925197,0.223105429
taudis,NOU,0.620136055,0.51054501,0.565340533
télécommande,NOU,0.620136055,-0.568636236,0.02574991
tomba,VER,0.620136055,1.49248101,1.056308533
vital,ADJ,0.620136055,0.686636269,0.653386162
animé,VER,0.619093331,0.867467488,0.74328041
apprête,VER,0.619093331,0.825426118,0.722259725
brûlures,NOU,0.619093331,0.519827994,0.569460663
conflits,NOU,0.619093331,0.482873584,0.550983458
croissance,NOU,0.619093331,0.593286067,0.606189699
débordé,VER,0.619093331,0.492760389,0.55592686
détruits,VER,0.619093331,0.463892989,0.54149316
ego,NOU,0.619093331,0.086359831,0.352726581
employer,VER,0.619093331,1.039414119,0.829253725
grandiose,ADJ,0.619093331,0.915927212,0.767510272
inquiétant,VER,0.619093331,1.049992857,0.834543094
installation,NOU,0.619093331,0.991226076,0.805159704
larguer,VER,0.619093331,0.361727836,0.490410584
papillons,NOU,0.619093331,0.972665592,0.795879462
pécheur,ADJ,0.619093331,0.408239965,0.513666648
pénétré,ADJ,0.619093331,1.014520539,0.816806935
prêtez,VER,0.619093331,-0.13076828,0.244162526
célébrité,NOU,0.618048097,0.545307116,0.581677607
chutes,NOU,0.618048097,0.778874472,0.698461285
combattants,ADJ,0.618048097,1.160168293,0.889108195
follement,ADV,0.618048097,0.807535028,0.712791563
résurrection,NOU,0.618048097,0.875061263,0.74655468
secte,NOU,0.618048097,0.492760389,0.555404243
utilité,NOU,0.618048097,0.812244697,0.715146397
visité,VER,0.618048097,0.778874472,0.698461285
belge,ADJ,0.617000341,0.949877704,0.783439023
croiront,VER,0.617000341,-0.091514981,0.26274268
débats,NOU,0.617000341,0.870988814,0.743994578
écoutera,VER,0.617000341,-0.091514981,0.26274268
microbes,NOU,0.617000341,0.492760389,0.554880365
pointé,VER,0.617000341,0.875061263,0.746030802
répand,VER,0.617000341,0.674861141,0.645930741
souffrait,VER,0.617000341,1.259593879,0.93829711
torse,ADJ,0.617000341,1.346939463,0.981969902
abandonnes,VER,0.615950052,-0.853871964,-0.118960956
allongez,VER,0.615950052,-0.468521083,0.073714485
biologie,NOU,0.615950052,0.086359831,0.351154942
débrouillerai,VER,0.615950052,0.130333768,0.37314191
dégagé,VER,0.615950052,0.956648579,0.786299316
dorme,VER,0.615950052,0.50242712,0.559188586
immatriculation,NOU,0.615950052,-0.055517328,0.280216362
manches,ADJ,0.615950052,1.380030248,0.99799015
mélancolique,ADJ,0.615950052,1.158362492,0.887156272
ouvrira,VER,0.615950052,0.292256071,0.454103062
tablier,NOU,0.615950052,1.433929766,1.024939909
convertir,VER,0.614897216,0.5774918,0.596194508
crèche,NOU,0.614897216,0.975891136,0.795394176
élégance,NOU,0.614897216,1.357363031,0.986130124
flacon,NOU,0.614897216,1.072617477,0.843757347
hormones,NOU,0.614897216,-0.327902142,0.143497537
inquiétais,VER,0.614897216,0.033423755,0.324160486
parquet,NOU,0.614897216,1.267406419,0.941151818
portables,ADJ,0.614897216,0,0.307448608
portière,ADJ,0.614897216,1.465234095,1.040065656
caillou,NOU,0.613841822,1.049992857,0.83191734
camping,NOU,0.613841822,0.472756449,0.543299136
clopes,NOU,0.613841822,0.385606274,0.499724048
dirigent,VER,0.613841822,0.361727836,0.487784829
gymnase,NOU,0.613841822,0.320146286,0.466994054
infinie,ADJ,0.613841822,1.084933575,0.849387699
lingerie,NOU,0.613841822,0.674861141,0.644351482
merveilleuses,ADJ,0.613841822,0.649334859,0.631588341
paperasse,VER,0.613841822,-0.022276395,0.295782714
poursuites,NOU,0.613841822,0.492760389,0.553301106
rajoute,VER,0.613841822,0.372912003,0.493376913
romaine,ADJ,0.613841822,0.882524538,0.74818318
unies,VER,0.613841822,0.797959644,0.705900733
vagin,NOU,0.613841822,0.320146286,0.466994054
vingtaine,NOU,0.613841822,1.18582536,0.899833591
vitale,ADJ,0.613841822,0.492760389,0.553301106
pécheurs,NOU,0.612783857,0.374748346,0.493766102
buvais,VER,0.612783857,0.492760389,0.552772123
cercles,NOU,0.612783857,1.075181855,0.843982856
emballé,VER,0.612783857,0.501059262,0.55692156
espérance,NOU,0.612783857,1.262688344,0.937736101
essuie,VER,0.612783857,0.909020854,0.760902356
fie,VER,0.612783857,-0.022276395,0.295253731
fossé,NOU,0.612783857,1.302547372,0.957665615
grecque,ADJ,0.612783857,1.067814511,0.840299184
hamburger,NOU,0.612783857,-0.387216143,0.112783857
intégrité,NOU,0.612783857,0.629409599,0.621096728
marcherait,VER,0.612783857,0.361727836,0.487255847
primo,ADV,0.612783857,0.334453751,0.473618804
semé,VER,0.612783857,0.783903579,0.698343718
soulage,VER,0.612783857,0.421603927,0.517193892
développe,VER,0.611723308,0.607455023,0.609589166
humidité,NOU,0.611723308,1.172018809,0.891871059
nucléaires,ADJ,0.611723308,-0.214670165,0.198526572
relâcher,VER,0.611723308,0.51054501,0.561134159
requins,NOU,0.611723308,0.50242712,0.557075214
suive,VER,0.611723308,0.209515015,0.410619162
violation,NOU,0.611723308,0.209515015,0.410619162
abuse,VER,0.610660163,0.209515015,0.410087589
appellerais,VER,0.610660163,-0.214670165,0.197994999
arrêts,NOU,0.610660163,0.850646235,0.730653199
cafétéria,VER,0.610660163,0.06069784,0.335679002
désespérément,ADV,0.610660163,1.033825694,0.822242929
dévorer,VER,0.610660163,0.886490725,0.748575444
faciliter,VER,0.610660163,0.710963119,0.660811641
garée,VER,0.610660163,0.57054294,0.590601552
grouillez,VER,0.610660163,-0.022276395,0.294191884
hibou,NOU,0.610660163,0.372912003,0.491786083
rappellera,VER,0.610660163,0.10720997,0.358935067
reproduction,NOU,0.610660163,0.727541257,0.66910071
statues,NOU,0.610660163,1.239799818,0.925229991
surnaturel,ADJ,0.610660163,0.492760389,0.551710276
suspense,NOU,0.610660163,0.209515015,0.410087589
avouez,VER,0.609594409,0.57054294,0.590068675
déconné,VER,0.609594409,-0.167491087,0.221051661
enseigné,VER,0.609594409,0.593286067,0.601440238
essayent,VER,0.609594409,0.227886705,0.418740557
faucon,NOU,0.609594409,0.372912003,0.491253206
fessée,VER,0.609594409,0.086359831,0.34797712
firme,NOU,0.609594409,0.292256071,0.45092524
flux,NOU,0.609594409,0.807535028,0.708564719
froides,ADJ,0.609594409,1,0.804797205
impliquer,VER,0.609594409,-0.327902142,0.140846134
mexicains,ADJ,0.609594409,-0.055517328,0.277038541
obstacles,NOU,0.609594409,1.075181855,0.842388132
pincer,VER,0.609594409,0.57054294,0.590068675
plaider,VER,0.609594409,0.748962861,0.679278635
remarquez,VER,0.609594409,0.802773725,0.706184067
travaillerai,VER,0.609594409,0.004321374,0.306957892
correspondent,VER,0.608526034,0.190331698,0.399428866
coursier,NOU,0.608526034,0.292256071,0.450391053
déposez,VER,0.608526034,-0.26760624,0.170459897
européenne,ADJ,0.608526034,0.887054378,0.747790206
fabrication,NOU,0.608526034,0.8162413,0.712383667
hypocrisie,NOU,0.608526034,0.737987326,0.67325668
remuez,VER,0.608526034,-0.468521083,0.070002476
sensations,NOU,0.608526034,0.991226076,0.799876055
sourds,ADJ,0.608526034,0.908485019,0.758505527
violet,ADJ,0.608526034,1.08278537,0.845655702
voudrai,VER,0.608526034,0.209515015,0.409020525
accompagnée,VER,0.607455023,1.005609445,0.806532234
accomplie,VER,0.607455023,0.748962861,0.678208942
administrateur,NOU,0.607455023,0.5774918,0.592473412
bousiller,VER,0.607455023,0.06069784,0.334076432
caresses,NOU,0.607455023,1.236285277,0.92187015
cartouches,NOU,0.607455023,0.820857989,0.714156506
consulté,VER,0.607455023,0.698970004,0.653212514
convictions,NOU,0.607455023,0.758911892,0.683183458
corvée,NOU,0.607455023,1.031004281,0.819229652
discussions,NOU,0.607455023,1.101747074,0.854601049
douloureuse,ADJ,0.607455023,1.13289977,0.870177397
festin,NOU,0.607455023,0.649334859,0.628394941
flinguer,VER,0.607455023,0.372912003,0.490183513
grammes,NOU,0.607455023,0.57054294,0.588998982
impliquée,VER,0.607455023,-0.468521083,0.06946697
locaux,ADJ,0.607455023,0.946943271,0.777199147
mangeons,VER,0.607455023,0.260071388,0.433763206
reviendrez,VER,0.607455023,0.421603927,0.514529475
secondaires,ADJ,0.607455023,0.57054294,0.588998982
spectacles,NOU,0.607455023,0.846955325,0.727205174
touriste,NOU,0.607455023,0.797959644,0.702707334
aînée,ADJ,0.606381365,0.994317153,0.800349259
anesthésie,VER,0.606381365,0.421603927,0.513992646
circuler,VER,0.606381365,0.807535028,0.706958197
domine,VER,0.606381365,0.981818607,0.794099986
étrangle,VER,0.606381365,0.5289167,0.567649033
insensible,ADJ,0.606381365,0.972665592,0.789523479
marient,VER,0.606381365,0.152288344,0.379334855
métaphore,NOU,0.606381365,0.276461804,0.441421585
orteil,NOU,0.606381365,0.292256071,0.449318718
reprendra,VER,0.606381365,0.307496038,0.456938702
ruelle,NOU,0.606381365,1.130655349,0.868518357
vestiaire,NOU,0.606381365,0.993876915,0.80012914
volées,VER,0.606381365,0.536558443,0.571469904
amusent,VER,0.605305046,0.629409599,0.617357323
cochonneries,NOU,0.605305046,0.482873584,0.544089315
dément,VER,0.605305046,0.545307116,0.575306081
dévouement,NOU,0.605305046,0.92992956,0.767617303
émeute,NOU,0.605305046,0.562292864,0.583798955
exploits,NOU,0.605305046,1.01745073,0.811377888
expulser,VER,0.605305046,0.361727836,0.483516441
illégale,ADJ,0.605305046,-0.327902142,0.138701452
joies,NOU,0.605305046,1.206286044,0.905795545
mention,NOU,0.605305046,0.743509765,0.674407406
oubliera,VER,0.605305046,0.209515015,0.407410031
pinces,NOU,0.605305046,0.854913022,0.730109034
talon,NOU,0.605305046,1.092018471,0.848661759
malhonnête,ADJ,0.605305046,0.037426498,0.321365772
boucherie,NOU,0.604226053,0.870988814,0.737607434
condamnée,VER,0.604226053,0.894316063,0.749271058
démarche,VER,0.604226053,1.400365273,1.002295663
embarquement,NOU,0.604226053,0.600972896,0.602599475
habituellement,ADV,0.604226053,0.886490725,0.745358389
identique,ADJ,0.604226053,0.905256049,0.754741051
intendant,NOU,0.604226053,0.51054501,0.557385532
milliard,NOU,0.604226053,0.385606274,0.494916164
recommences,VER,0.604226053,-0.022276395,0.290974829
terminale,ADJ,0.604226053,0.11058971,0.357407882
anneaux,NOU,0.603144373,0.901458321,0.752301347
architecture,NOU,0.603144373,1.019946682,0.811545528
cherchaient,VER,0.603144373,1.070407322,0.836775848
chialer,VER,0.603144373,0.797959644,0.700552009
choque,VER,0.603144373,0.431363764,0.517254069
commando,NOU,0.603144373,0.58546073,0.594302552
criant,VER,0.603144373,1.372727941,0.987936157
découvertes,ADJ,0.603144373,0.937016107,0.77008024
flanc,NOU,0.603144373,1.470263447,1.03670391
frotter,VER,0.603144373,0.953759692,0.778452033
imprévisible,ADJ,0.603144373,0.86332286,0.733233617
objectifs,NOU,0.603144373,0.536558443,0.569851408
placez,VER,0.603144373,0.06069784,0.331921107
pleurais,VER,0.603144373,0.705007959,0.654076166
réagis,VER,0.603144373,0.190331698,0.396738036
séparément,ADV,0.603144373,0.5774918,0.590318087
tempêtes,NOU,0.603144373,0.846955325,0.725049849
tombait,VER,0.603144373,1.690639012,1.146891693
ulcère,NOU,0.603144373,0.26245109,0.432797732
arrêterai,VER,0.602059991,-0.26760624,0.167226876
compare,VER,0.602059991,0.51054501,0.556302501
consciente,ADJ,0.602059991,0.635483747,0.618771869
définitif,ADJ,0.602059991,1.01745073,0.809755361
élimine,VER,0.602059991,0.004321374,0.303190683
emmenons,VER,0.602059991,-0.327902142,0.137078925
éprouvé,VER,0.602059991,1.243038049,0.92254902
fatigues,NOU,0.602059991,0.622214023,0.612137007
lèvre,NOU,0.602059991,1.316808752,0.959434372
rébellion,NOU,0.602059991,0.562292864,0.582176428
sérum,NOU,0.602059991,-0.13076828,0.235645856
soutiens,VER,0.602059991,0.276461804,0.439260898
beautés,NOU,0.600972896,0.698970004,0.64997145
diplômes,VER,0.600972896,0.482873584,0.54192324
duchesse,NOU,0.600972896,0.788875116,0.694924006
encourage,VER,0.600972896,0.519827994,0.560400445
enthousiaste,ADJ,0.600972896,0.802773725,0.701873311
négociations,NOU,0.600972896,0.926856709,0.763914803
proximité,NOU,0.600972896,1.160168293,0.880570595
purement,ADV,0.600972896,0.969415912,0.785194404
acceptera,VER,0.599883072,0.292256071,0.446069572
achètera,VER,0.599883072,-0.13076828,0.234557396
barres,NOU,0.599883072,0.803457116,0.701670094
boucliers,NOU,0.599883072,0.431363764,0.515623418
capsule,NOU,0.599883072,0.260071388,0.42997723
chantons,VER,0.599883072,-0.26760624,0.166138416
chiot,NOU,0.599883072,0.173186268,0.38653467
déserte,ADJ,0.599883072,1.389697548,0.99479031
ennuyeuse,ADJ,0.599883072,0.442479769,0.521181421
éteignez,VER,0.599883072,-0.26760624,0.166138416
greffe,NOU,0.599883072,0.743509765,0.671696419
manuscrit,ADJ,0.599883072,1.11058971,0.855236391
muscle,NOU,0.599883072,0.608526034,0.604204553
resteront,VER,0.599883072,0.348304863,0.474093968
adoption,NOU,0.598790507,0.45331834,0.526054424
brève,NOU,0.598790507,1.32407658,0.961433544
communs,ADJ,0.598790507,1.082426301,0.840608404
égratignure,NOU,0.598790507,0.130333768,0.364562138
éprouver,VER,0.598790507,1.27989498,0.939342744
expliques,VER,0.598790507,0.209515015,0.404152761
exploit,NOU,0.598790507,0.716003344,0.657396926
fibres,VER,0.598790507,0.692846919,0.645818713
gueuler,VER,0.598790507,0.820857989,0.709824248
junior,NOU,0.598790507,0.037426498,0.318108503
manquerait,VER,0.598790507,0.793790385,0.696290446
offrande,NOU,0.598790507,0.656098202,0.627444355
pêché,VER,0.598790507,0.08278537,0.340787939
placés,VER,0.598790507,0.969415912,0.78410321
préfecture,NOU,0.598790507,0.866877814,0.732834161
somnifères,ADJ,0.598790507,0.209515015,0.404152761
tirait,VER,0.598790507,1.542327383,1.070558945
bombardement,NOU,0.597695186,1.049992857,0.823844022
chaleureux,ADJ,0.597695186,0.793790385,0.695742786
cobra,NOU,0.597695186,-0.13076828,0.233463453
éduquer,VER,0.597695186,0.227886705,0.412790946
exigences,NOU,0.597695186,1.087426457,0.842560822
financer,VER,0.597695186,0.033423755,0.315559471
introduire,VER,0.597695186,0.905256049,0.751475618
liées,VER,0.597695186,0.629409599,0.613552393
modestie,NOU,0.597695186,1.011570444,0.804632815
parlerais,VER,0.597695186,0.307496038,0.452595612
permettrai,VER,0.597695186,-0.055517328,0.271088929
récent,ADJ,0.597695186,0.748962861,0.673329024
réjouir,VER,0.597695186,0.788875116,0.693285151
relevés,VER,0.597695186,0.748188027,0.672941607
secoué,VER,0.597695186,1.145817714,0.87175645
slogan,NOU,0.597695186,0.372912003,0.485303595
vieillards,NOU,0.597695186,1.222456337,0.910075762
commença,VER,0.596597096,1.710540448,1.153568772
écoutons,VER,0.596597096,0.361727836,0.479162466
handicapés,VER,0.596597096,-0.086186148,0.255205474
kiosque,NOU,0.596597096,0.769377326,0.682987211
montait,VER,0.596597096,1.796366155,1.196481626
opium,NOU,0.596597096,0.748962861,0.672779979
préoccupé,VER,0.596597096,0.854913022,0.725755059
promu,VER,0.596597096,0.385606274,0.491101685
ramènera,VER,0.596597096,0.06069784,0.328647468
réuni,VER,0.596597096,0.635483747,0.616040422
revenais,VER,0.596597096,0.915927212,0.756262154
traitent,VER,0.596597096,0.06069784,0.328647468
aquarium,NOU,0.595496222,0.716003344,0.655749783
ennuies,VER,0.595496222,0.130333768,0.362914995
examine,VER,0.595496222,0.797959644,0.696727933
figues,NOU,0.595496222,0.361727836,0.478612029
foulard,NOU,0.595496222,1.202760687,0.899128455
gratos,NOU,0.595496222,-0.167491087,0.214002568
initiales,ADJ,0.595496222,0.886490725,0.740993474
justifie,VER,0.595496222,0.674861141,0.635178682
locataires,NOU,0.595496222,0.915927212,0.755711717
oublient,VER,0.595496222,0.545307116,0.570401669
rejeter,VER,0.595496222,0.833784375,0.714640299
serrés,VER,0.595496222,1.298197867,0.946847045
vagabond,ADJ,0.595496222,0.681241237,0.63836873
approuvé,NOU,0.59439255,0.511883361,0.553137956
arriverais,VER,0.59439255,0.245512668,0.419952609
brillent,VER,0.59439255,0.875061263,0.734726907
déguisement,NOU,0.59439255,0.562292864,0.578342707
esthétique,ADJ,0.59439255,0.788875116,0.691633833
gravé,ADJ,0.59439255,0.84260924,0.718500895
iris,NOU,0.59439255,0.807535028,0.700963789
paysanne,ADJ,0.59439255,1.028164419,0.811278485
permanent,ADJ,0.59439255,0.969415912,0.781904231
plaine,NOU,0.59439255,1.615739689,1.10506612
pourriture,NOU,0.59439255,0.8162413,0.705316925
relaxe,ADV,0.59439255,-0.26760624,0.163393155
amusée,VER,0.593286067,0.870988814,0.732137441
arrogance,NOU,0.593286067,0.58546073,0.589373399
arrogant,ADJ,0.593286067,0.361727836,0.477506952
barbares,ADJ,0.593286067,0.943494516,0.768390292
buissons,NOU,0.593286067,1.232742063,0.913014065
cerveaux,NOU,0.593286067,0.292256071,0.442771069
chalet,NOU,0.593286067,0.854913022,0.724099545
concitoyens,NOU,0.593286067,0.173186268,0.383236168
défier,VER,0.593286067,0.64246452,0.617875294
dégoûtes,VER,0.593286067,-0.468521083,0.062382492
emparer,VER,0.593286067,0.854913022,0.724099545
honneurs,NOU,0.593286067,0.98811284,0.790699454
molle,ADJ,0.593286067,1.356025857,0.974655962
peser,VER,0.593286067,1.137354111,0.865320089
revoie,VER,0.593286067,0.334453751,0.463869909
souterrain,NOU,0.593286067,0.908485019,0.750885543
supposer,VER,0.593286067,1.160168293,0.87672718
survivra,VER,0.593286067,-0.26760624,0.162839914
suspension,NOU,0.593286067,0.859138297,0.726212182
broche,VER,0.592176757,0.635483747,0.613830252
colocataire,NOU,0.592176757,0,0.296088379
écrans,NOU,0.592176757,0.334453751,0.463315254
infidèle,ADJ,0.592176757,0.553883027,0.573029892
lâcheté,NOU,0.592176757,0.959994838,0.776085798
murmure,VER,0.592176757,1.602059991,1.097118374
nette,ADJ,0.592176757,1.172018809,0.882097783
produisent,VER,0.592176757,0.431363764,0.511770261
quotidienne,ADJ,0.592176757,1.238046103,0.91511143
redresse,ADJ,0.592176757,1.036628895,0.814402826
références,NOU,0.592176757,0.562292864,0.577234811
souriant,VER,0.592176757,1.719579858,1.155878308
baratin,NOU,0.591064607,0.45331834,0.522191474
demanda,VER,0.591064607,2.432552425,1.511808516
élégante,ADJ,0.591064607,1.003029471,0.797047039
frotte,NOU,0.591064607,0.933487288,0.762275948
gènes,NOU,0.591064607,-0.26760624,0.161729184
mannequins,NOU,0.591064607,0.668385917,0.629725262
menée,VER,0.591064607,0.940516485,0.765790546
morsure,NOU,0.591064607,0.629409599,0.610237103
naturelles,ADJ,0.591064607,0.797959644,0.694512126
partisans,ADJ,0.591064607,1.08278537,0.836924989
proverbe,NOU,0.591064607,0.421603927,0.506334267
regagner,VER,0.591064607,1.217220656,0.904142632
retombe,NOU,0.591064607,0.972665592,0.7818651
rigolez,VER,0.591064607,-0.167491087,0.21178676
souffrant,VER,0.591064607,0.662757832,0.62691122
acheteur,NOU,0.589949601,0.472756449,0.531353025
agrandir,VER,0.589949601,0.431363764,0.510656683
apparaissent,VER,0.589949601,0.901458321,0.745703961
blonds,ADJ,0.589949601,1.287577809,0.938763705
bunker,NOU,0.589949601,-0.167491087,0.211229257
contacte,VER,0.589949601,0,0.294974801
contraint,VER,0.589949601,1.065206128,0.827577865
cultures,NOU,0.589949601,0.622214023,0.606081812
gratuits,ADJ,0.589949601,0.152288344,0.371118973
maintenance,NOU,0.589949601,-0.853871964,-0.131961182
médailles,VER,0.589949601,0.8162413,0.703095451
momie,NOU,0.589949601,0.519827994,0.554888798
parleras,VER,0.589949601,0.10720997,0.348579786
recherchons,VER,0.589949601,-0.568636236,0.010656683
spirituelle,ADJ,0.589949601,0.788875116,0.689412359
trousse,NOU,0.589949601,0.686636269,0.638292935
venge,VER,0.589949601,0.431363764,0.510656683
allusion,NOU,0.588831726,1.365113432,0.976972579
amusement,NOU,0.588831726,0.802773725,0.695802726
bouclez,VER,0.588831726,-0.167491087,0.21067032
caverne,NOU,0.588831726,0.833784375,0.711308051
centimes,NOU,0.588831726,0.622214023,0.605522875
cristaux,NOU,0.588831726,0.681241237,0.635036482
décharger,VER,0.588831726,0.635483747,0.612157737
décidément,ADV,0.588831726,1.488691698,1.038761712
dirigez,VER,0.588831726,-0.698970004,-0.055069139
garanti,VER,0.588831726,0.655138435,0.621985081
gémit,VER,0.588831726,1.089905111,0.839368419
identiques,ADJ,0.588831726,0.866877814,0.72785477
lisait,VER,0.588831726,1.592398846,1.090615286
poteau,NOU,0.588831726,0.886490725,0.737661226
sentier,NOU,0.588831726,1.454082271,1.021456999
survit,VER,0.588831726,0.348304863,0.468568295
testé,VER,0.588831726,-0.853871964,-0.132520119
trancher,VER,0.588831726,0.705007959,0.646919843
axis,NOU,0.587710965,0,0.293855483
clientèle,NOU,0.587710965,1.267406419,0.927558692
croiras,VER,0.587710965,0.10720997,0.347460468
dangers,NOU,0.587710965,1.003029471,0.795370218
désires,VER,0.587710965,0.033423755,0.31056736
franco,ADV,0.587710965,0.431363764,0.509537365
fugue,VER,0.587710965,0.759667845,0.673689405
gigantesque,ADJ,0.587710965,1.19893187,0.893321418
invites,NOU,0.587710965,-0.055517328,0.266096819
nounou,NOU,0.587710965,0.686636269,0.637173617
préjugés,VER,0.587710965,0.916453949,0.752082457
protègent,VER,0.587710965,0.385606274,0.48665862
rouleau,NOU,0.587710965,1.036628895,0.81216993
sadique,ADJ,0.587710965,0.600972896,0.594341931
spectre,NOU,0.587710965,0.674861141,0.631286053
susceptible,ADJ,0.587710965,0.890421019,0.739065992
cendrier,NOU,0.586587305,1.039414119,0.813000712
compétences,NOU,0.586587305,0.260071388,0.423329347
décida,VER,0.586587305,1.566083784,1.076335545
évolué,VER,0.586587305,0.419955748,0.503271527
exploitation,NOU,0.586587305,0.820857989,0.703722647
funèbres,ADJ,0.586587305,0.668385917,0.627486611
inventaire,NOU,0.586587305,0.820857989,0.703722647
jouaient,VER,0.586587305,1.301029996,0.943808651
manquerai,VER,0.586587305,-0.26760624,0.159490533
marrante,ADJ,0.586587305,0.209515015,0.39805116
moule,NOU,0.586587305,0.669316881,0.627952093
mourront,VER,0.586587305,0.033423755,0.31000553
oserais,VER,0.586587305,0.600972896,0.593780101
présentée,VER,0.586587305,0.600972896,0.593780101
répit,NOU,0.586587305,1.041787319,0.814187312
ressuscité,VER,0.586587305,0.57054294,0.578565123
supportes,VER,0.586587305,-0.468521083,0.059033111
braguette,NOU,0.58546073,0.774516966,0.679988848
conquête,VER,0.58546073,1.036628895,0.811044813
distingué,VER,0.58546073,0.875061263,0.730260997
emménagé,VER,0.58546073,-0.568636236,0.008412247
entiers,ADJ,0.58546073,1.110926242,0.848193486
étrangement,ADV,0.58546073,1.172018809,0.87873977
gitans,NOU,0.58546073,0.385606274,0.485533502
imite,VER,0.58546073,0.593286067,0.589373399
malsain,ADJ,0.58546073,0.692846919,0.639153825
poivre,NOU,0.58546073,0.883093359,0.734277045
possédé,VER,0.58546073,0.811575006,0.698517868
trahit,VER,0.58546073,0.656098202,0.620779466
capte,VER,0.584331224,0.130333768,0.357332496
